Country,Year,GDP_Current_USD,Internet_Users_Pct,Urban_Pop_Pct,Education_Expenditure_Pct_GDP,Ease_Doing_Business_Index,CPIA_Public_Sector_Management,Startup_Procedures_Number,Unemployment_Rate_Pct,School_Enrollment_Tertiary_Pct,Literacy_Rate_Pct,Life_Expectancy_Years,Maternal_Mortality_Ratio,Access_Basic_Water_Pct,Renewable_Energy_Pct,Agricultural_Land_Pct,Immunization_Measles_Pct,Region,Income_Level,GDP_Category,Life_Expectancy_Category,Unemployment_Category,CO2_Emissions_Category,Inequality_Category,Access_Electricity_Category,Dominant_Sector,Maternal_Mortality_Category
Argentina,2010,4.24E+11,45,90.849,5.019710064,NA,NA,14,7.714,74.18753052,NA,75.721,55,98.4340479,8.8,46.13891234,95,Latin America & Caribbean,Upper middle income,Middle Income,High,Medium Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Argentina,2011,5.30E+11,51,90.99,5.290629864,NA,NA,14,7.18,77.42961121,NA,76.124,50,98.62186278,8.8,45.79196036,NA,Latin America & Caribbean,Upper middle income,High Income,High,Medium Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Argentina,2012,5.46E+11,55.8,91.121,5.345829964,NA,NA,14,7.217,78.45590973,NA,76.467,45,98.80529366,8.6,45.58130442,94,Latin America & Caribbean,Upper middle income,High Income,High,Medium Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Argentina,2013,5.52E+11,59.9,91.249,5.436610222,NA,NA,14,7.1,78.7686615,NA,76.491,43,98.86419896,8.9,44.92193124,94,Latin America & Caribbean,Upper middle income,High Income,High,Medium Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Argentina,2014,5.26E+11,64.7,91.377,5.361440182,NA,NA,14,7.268,81.16941071,NA,76.755,42,98.92324799,9.8,44.28302073,95,Latin America & Caribbean,Upper middle income,High Income,High,Medium Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Argentina,2015,5.95E+11,68.0431,91.503,5.776110172,NA,NA,14,7.58,83.76258087,NA,76.76,39,98.98230819,9.4,44.11877122,89,Latin America & Caribbean,Upper middle income,High Income,High,Medium Unemployment,Medium Emissions,NA,High Access,Services,Low
Argentina,2016,5.58E+11,70.969,91.627,5.545489788,NA,NA,14,8.083,86.61788177,NA,76.308,40,99.04137378,9.4,43.4794953,90,Latin America & Caribbean,Upper middle income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Argentina,2017,6.44E+11,74.2949,91.749,5.454319954,115,NA,14,8.347,89.23294067,NA,76.833,38,NA,10.4,42.98638136,89,Latin America & Caribbean,Upper middle income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Argentina,2018,5.25E+11,77.7,91.87,4.877739906,116,NA,11,9.221,90.97283173,94.86223892,76.999,34,NA,10.5,42.37153631,94,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Argentina,2019,4.48E+11,79.947,91.991,4.777599812,117,NA,12,9.843,95.0775528,NA,77.284,33,NA,10.7,42.59077926,86,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Argentina,2020,3.86E+11,85.5144,92.111,5.279640198,118,NA,NA,11.461,99.26622772,NA,75.892,45,NA,9.8,43.02926517,77,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Australia,2010,1.15E+12,76,85.182,5.538119793,119,NA,3,5.214,NA,NA,81.69512195,5,99.88314449,8.2,NA,94,East Asia & Pacific,High income,High Income,High,Medium Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Australia,2011,1.40E+12,79.4877,85.3,5.06814003,120,NA,3,5.083,NA,NA,81.89512195,6,99.89196182,8.3,51.56281322,94,East Asia & Pacific,High income,High Income,High,Medium Unemployment,Medium Emissions,NA,High Access,Services,Low
Australia,2012,1.55E+12,79,85.402,4.866670132,121,NA,3,5.225,NA,NA,82.04634146,6,99.90076959,8.3,50.38543145,NA,East Asia & Pacific,High income,High Income,High,Medium Unemployment,Medium Emissions,NA,High Access,Services,Low
Australia,2013,1.58E+12,83.4535,85.502,5.229090214,NA,NA,3,5.663,NA,93.73761496,82.14878049,6,99.90958939,9.2,NA,94,East Asia & Pacific,High income,High Income,High,Medium Unemployment,Medium Emissions,NA,High Access,Services,Low
Australia,2014,1.47E+12,84,85.602,5.164549828,118,NA,3,6.078,NA,NA,82.3,5,99.96147641,9.3,48.73839866,94,East Asia & Pacific,High income,High Income,High,Medium Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Australia,2015,1.35E+12,84.5605,85.701,5.31551981,119,NA,3,6.055,119.67939,NA,82.4,5,99.9700009,9.4,45.31442407,95,East Asia & Pacific,High income,High Income,High,Medium Unemployment,Medium Emissions,NA,High Access,Services,Low
Australia,2016,1.21E+12,86.54,85.8,5.28689003,118,NA,3,5.711,119.6827774,NA,82.44878049,5,99.96996668,9.6,44.53992579,95,East Asia & Pacific,High income,High Income,High,Medium Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Australia,2017,1.33E+12,86.545,85.904,5.138229847,119,NA,3,5.592,109.993309,NA,82.5,5,99.96993751,9.9,48.34061794,94,East Asia & Pacific,High income,High Income,High,Medium Unemployment,Medium Emissions,NA,High Access,Services,Low
Australia,2018,1.43E+12,90,86.012,5.124310017,NA,NA,3,5.3,103.3220901,NA,82.74878049,4,99.96989377,9.8,46.65809501,94,East Asia & Pacific,High income,High Income,High,Medium Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Australia,2019,1.39E+12,93.6099,86.124,5.134290218,NA,NA,3,5.159,109.7595596,NA,82.9,5,99.96985437,10.3,47.12377243,94,East Asia & Pacific,High income,High Income,High,Medium Unemployment,Medium Emissions,NA,High Access,Services,Low
Australia,2020,1.33E+12,94.6935,86.241,5.608449936,NA,NA,NA,6.456,110.1392212,NA,83.2,3,99.96981765,11.2,NA,93,East Asia & Pacific,High income,High Income,High,Medium Unemployment,Medium Emissions,NA,High Access,Services,Low
Brazil,2010,2.21E+12,40.65,84.335,5.648799896,NA,NA,NA,8.424,NA,90.37918091,73.182,64,96.51879999,46.8,27.73753491,99,Latin America & Caribbean,Upper middle income,Middle Income,Medium,High Unemployment,Medium Emissions,NA,High Access,Services,Low
Brazil,2011,2.62E+12,45.69,84.631,5.737410069,NA,NA,NA,7.578,NA,91.41123962,73.343,62,96.787975,45.2,27.82377419,99,Latin America & Caribbean,Upper middle income,High Income,Medium,Medium Unemployment,Medium Emissions,High Inequality,High Access,Services,Low
Brazil,2012,2.47E+12,48.56,84.923,5.855100155,NA,NA,NA,7.251,43.23085022,91.33785248,73.552,57,97.05097804,43.5,27.91001347,99,Latin America & Caribbean,Upper middle income,High Income,Medium,Medium Unemployment,Medium Emissions,High Inequality,High Access,Services,Low
Brazil,2013,2.47E+12,51.04,85.209,5.838850021,118,NA,11,7.071,44.33937073,NA,73.918,61,97.30767188,42.3,27.99625275,98,Latin America & Caribbean,Upper middle income,High Income,Medium,Medium Unemployment,Medium Emissions,High Inequality,High Access,Services,Low
Brazil,2014,2.46E+12,54.551,85.492,5.948480129,119,NA,11,6.755,47.1568718,NA,74.306,62,97.55858119,41.7,28.08249204,NA,Latin America & Caribbean,Upper middle income,High Income,Medium,Medium Unemployment,High Emissions,High Inequality,High Access,Services,Low
Brazil,2015,1.80E+12,58.328,85.77,6.24105978,NA,NA,11,8.538,48.43404007,NA,74.332,62,97.80356479,43.7,28.16873132,96,Latin America & Caribbean,Upper middle income,Middle Income,Medium,High Unemployment,Medium Emissions,High Inequality,High Access,Services,Low
Brazil,2016,1.80E+12,60.8725,86.042,6.314040184,NA,NA,11,11.58,48.33333969,NA,74.442,63,97.95583973,45.4,28.2549706,NA,Latin America & Caribbean,Upper middle income,Middle Income,Medium,High Unemployment,Medium Emissions,High Inequality,High Access,Services,Low
Brazil,2017,2.06E+12,67.4713,86.309,6.32047987,NA,NA,11,12.792,50.02674866,NA,74.827,60,98.45095603,45.3,28.34106631,87,Latin America & Caribbean,Upper middle income,Middle Income,Medium,High Unemployment,Medium Emissions,High Inequality,High Access,Services,Low
Brazil,2018,1.92E+12,70.4343,86.569,6.088510036,NA,NA,11,12.33,51.19168854,93.37870534,75.109,59,98.6794937,46.9,28.41562848,92,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Medium Emissions,High Inequality,High Access,Services,Low
Brazil,2019,1.87E+12,73.9124,86.824,5.963469982,124,NA,11,11.936,52.62406158,93.74958874,75.338,61,98.93554395,47.5,28.4901295,91,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Medium Emissions,High Inequality,High Access,Services,Low
Brazil,2020,1.48E+12,81.3427,87.073,5.771500111,NA,NA,NA,13.697,54.57279968,94.12047213,74.009,72,99.3208588,50,28.56461856,79,Latin America & Caribbean,Upper middle income,Middle Income,Medium,High Unemployment,Medium Emissions,High Inequality,High Access,Services,Medium
Canada,2010,1.62E+12,80.3,80.937,5.356369972,NA,NA,2,8.178,61.87625885,94.49135553,81.32219512,12,99.23634919,21.4,6.500408785,90,North America,High income,High Income,High,High Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Canada,2011,1.79E+12,83,81.096,5.262050152,116,NA,2,7.637,63.1548996,94.86223892,81.48268293,12,99.23589467,21.5,NA,88,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Canada,2012,1.83E+12,83,81.137,4.692587376,117,NA,2,7.392,63.61875916,95.23312232,81.66365854,12,99.2343231,21.8,6.443636169,89,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Canada,2013,1.85E+12,85.8,81.178,4.589009762,118,NA,2,7.143,65.77429962,95.60400572,81.74487805,11,99.23268868,22.2,6.451555335,NA,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Canada,2014,1.81E+12,87.12,81.218,4.843589783,NA,NA,2,7.023,67.2278595,95.97488911,81.78439024,12,99.23098341,22.2,6.459474502,90,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Canada,2015,1.56E+12,90,81.259,4.739379883,NA,NA,2,6.945,67.40316772,NA,81.81560976,12,99.22922133,22.3,6.467505206,NA,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Canada,2016,1.53E+12,91.16,81.3,4.816420078,NA,NA,2,7.038,69.50685883,NA,81.92487805,13,99.22739609,22.1,6.474755147,89,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Canada,2017,1.65E+12,92.7014,81.35,4.959969997,NA,NA,2,6.426,70.62715912,NA,81.83292683,13,99.22553538,22.8,NA,90,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Canada,2018,1.73E+12,94.64,81.411,4.888979912,NA,NA,2,5.837,69.57759857,NA,81.84390244,11,99.22363094,22.3,6.456819908,NA,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Canada,2019,1.74E+12,91.9129,81.482,4.772930145,NA,NA,2,5.69,72.81506348,NA,82.22390244,11,99.22165498,22.4,NA,90,North America,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Canada,2020,1.66E+12,92.3,81.562,4.887949944,NA,NA,NA,9.657,74.15714264,NA,81.6604878,11,99.22180959,23.9,6.370735222,90,North America,High income,High Income,High,High Unemployment,High Emissions,NA,High Access,Services,Low
China,2010,6.09E+12,34.3,49.226,3.754642487,NA,NA,NA,4.53,25.28606987,95.1244812,75.599,33,88.71396501,12.3,NA,99,East Asia & Pacific,Upper middle income,Middle Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Agriculture,Low
China,2011,7.55E+12,38.3,50.511,3.521965027,NA,NA,NA,4.55,26.80752945,NA,75.903,32,89.58121346,11.3,56.10366022,99,East Asia & Pacific,Upper middle income,Middle Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
China,2012,8.53E+12,42.3001,51.765,3.944000006,NA,NA,NA,4.58,29.32504082,NA,76.192,28,90.41089567,11.5,NA,99,East Asia & Pacific,Upper middle income,Middle Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
China,2013,9.57E+12,45.8,53.013,3.710000038,NA,NA,13,4.6,32.76203156,NA,76.452,28,91.20790795,11.5,55.94339539,99,East Asia & Pacific,Upper middle income,Middle Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
China,2014,1.05E+13,47.9,54.259,3.579999924,NA,NA,11,4.63,43.8821907,NA,76.717,26,91.97311924,11.9,55.86326298,99,East Asia & Pacific,Upper middle income,Middle Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
China,2015,1.11E+13,50.3,55.5,3.813999891,NA,NA,11,4.65,47.43537903,NA,76.977,26,92.70634229,12.2,NA,99,East Asia & Pacific,Upper middle income,Middle Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
China,2016,1.12E+13,53.2,56.736,3.760999918,NA,NA,9,4.56,49.70835876,NA,77.218,23,93.40787932,12.6,55.70300409,99,East Asia & Pacific,Upper middle income,Middle Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
China,2017,1.23E+13,54.3,57.96,3.624000072,NA,NA,9,4.47,51.5827713,NA,77.248,22,94.07732535,13.1,55.62287167,99,East Asia & Pacific,Upper middle income,Middle Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
China,2018,1.39E+13,59.2,59.152,3.542494535,NA,NA,5,4.31,54.00762177,NA,77.744,20,94.71350098,13.5,55.54273924,99,East Asia & Pacific,Upper middle income,Middle Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
China,2019,1.43E+13,64.0809,60.308,3.541054726,32,NA,5,4.56,57.27544022,NA,77.968,20,95.3173719,14.3,55.46264943,99,East Asia & Pacific,Upper middle income,Middle Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
China,2020,1.47E+13,70.0528,61.428,3.572956324,12,NA,NA,5,62.23677826,96.73951721,78.077,23,95.89031366,14.9,55.46264943,99,East Asia & Pacific,Upper middle income,Middle Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Colombia,2010,2.86E+11,36.5,77.964,4.83382988,14,NA,9,11.153,41.52967072,93.37232971,75.033,71,94.81804937,30.6,38.30824696,NA,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Low Emissions,High Inequality,High Access,Services,Medium
Colombia,2011,3.35E+11,40.3509,78.335,4.466080189,16,NA,9,10.288,45.28733063,93.58052826,75.32,71,95.0760498,29.6,37.60342497,88,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Low Emissions,High Inequality,High Access,Services,Medium
Colombia,2012,3.71E+11,48.98,78.701,4.370389938,18,NA,9,9.959,47.46699142,NA,75.597,71,95.32938423,29.6,38.41153673,94,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Low Emissions,High Inequality,High Access,Services,Medium
Colombia,2013,3.82E+11,51.7,79.061,4.878550053,NA,NA,9,9.246,50.74748993,NA,75.827,70,95.57797688,32,40.39260928,NA,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Low Emissions,High Inequality,High Access,Services,Low
Colombia,2014,3.81E+11,52.5681,79.415,4.629459858,NA,NA,9,8.799,53.17943954,94.18624878,76.043,70,95.82189584,32.1,NA,91,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Low Emissions,High Inequality,High Access,Services,Low
Colombia,2015,2.93E+11,55.905,79.764,4.470389843,NA,NA,9,8.572,54.79613113,94.24504852,76.257,70,96.06140925,31.1,40.36448851,94,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Low Emissions,High Inequality,High Access,Services,Low
Colombia,2016,2.83E+11,58.1365,80.108,4.477210045,NA,NA,8,8.922,57.14374924,94.65384674,76.471,70,96.29659226,30.5,NA,93,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Low Emissions,High Inequality,High Access,Services,Low
Colombia,2017,3.12E+11,62.2599,80.446,4.535510063,NA,NA,8,9.086,58.39604187,NA,76.646,71,96.52736455,32.2,39.19513294,93,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Low Emissions,High Inequality,High Access,Services,Medium
Colombia,2018,3.34E+11,64.1264,80.778,4.449100018,NA,NA,8,9.36,57.32054138,95.09250641,76.748,63,96.73950122,30.4,39.70076611,95,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Low Emissions,High Inequality,High Access,Services,Low
Colombia,2019,3.23E+11,65.0069,81.104,4.510690212,NA,NA,7,10.28,56.66630173,95.24926758,76.752,65,96.89252467,31.5,39.97656602,95,Latin America & Caribbean,Upper middle income,Middle Income,High,High Unemployment,Low Emissions,High Inequality,High Access,Services,Low
Colombia,2020,2.70E+11,69.7953,81.425,5.265500069,NA,NA,NA,15.983,55.73310852,95.63632965,74.769,75,97.04102366,32,39.7046219,NA,Latin America & Caribbean,Upper middle income,Middle Income,Medium,High Unemployment,Low Emissions,High Inequality,High Access,Services,Medium
France,2010,2.65E+12,77.28,78.369,5.639999866,NA,NA,5,9.279,54.8817215,NA,81.66341463,9,99.99999749,11.9,NA,89,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
France,2011,2.87E+12,77.82,78.622,5.480000019,NA,NA,5,9.228,55.62572861,NA,82.11463415,9,99.99999933,10.6,52.74081055,NA,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
France,2012,2.68E+12,81.44,78.878,5.489999771,67,NA,5,9.841,57.90901184,NA,81.96829268,9,99.99999848,12.3,52.67908181,91,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
France,2013,2.81E+12,81.9198,79.135,5.489999771,33,NA,5,9.913,59.8487587,NA,82.2195122,9,100,13.4,52.54923232,90,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
France,2014,2.86E+12,83.7511,79.394,5.489999771,NA,NA,5,10.273,61.51047897,NA,82.7195122,9,99.99999726,13.2,52.536083,91,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
France,2015,2.44E+12,78.006,79.655,5.449999809,67,NA,5,10.354,62.78593063,NA,82.32195122,8,100,13.3,52.46376176,91,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
France,2016,2.47E+12,79.2698,79.917,5.409999847,33,NA,5,10.057,64.72767639,NA,82.57317073,8,99.99999747,14.2,NA,90,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
France,2017,2.60E+12,80.5025,80.18,5.451600075,NA,NA,5,9.41,65.80223083,NA,82.57560976,8,100,14.1,52.4100669,90,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
France,2018,2.79E+12,82.0432,80.444,5.407169819,67,NA,5,9.018,67.54351807,NA,82.67560976,8,99.9999994,15.2,52.34176533,90,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
France,2019,2.73E+12,83.3397,80.709,5.354430199,33,NA,5,8.415,67.73313141,NA,82.82682927,8,100,15.5,52.27069693,92,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
France,2020,2.65E+12,84.7064,80.975,5.677840233,NA,NA,NA,8.01,68.40949249,NA,82.17560976,8,99.99999807,16.8,NA,94,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Germany,2010,3.40E+12,82,76.966,5.095880032,NA,NA,9,6.967,NA,NA,79.98780488,6,99.99999981,11.6,47.91003242,97,Europe & Central Asia,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Germany,2011,3.75E+12,81.27,77.16,4.984250069,NA,NA,9,5.825,NA,NA,80.43658537,6,99.99999871,12.5,NA,97,Europe & Central Asia,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Germany,2012,3.53E+12,82.35,77.17,4.928440094,67,NA,9,5.379,NA,NA,80.53902439,5,99.99999933,13.6,NA,97,Europe & Central Asia,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Germany,2013,3.73E+12,84.17,77.18,4.935389996,33,NA,9,5.231,60.89844894,NA,80.4902439,5,99.99999858,13.6,47.85886265,97,Europe & Central Asia,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Germany,2014,3.89E+12,86.1937,77.19,4.921020031,NA,NA,9,4.981,65.18447876,NA,81.0902439,5,100,14,47.93637145,97,Europe & Central Asia,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Germany,2015,3.36E+12,87.5898,77.2,4.855150223,23,NA,9,4.624,68.23291016,NA,80.64146341,5,99.99999831,14.6,47.95906667,97,Europe & Central Asia,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Germany,2016,3.47E+12,84.1652,77.224,4.839230061,22,NA,9,4.122,67.94641113,NA,80.9902439,5,100,14.2,47.68433707,97,Europe & Central Asia,High income,High Income,High,Medium Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Germany,2017,3.69E+12,84.3942,77.261,4.871829987,NA,NA,9,3.746,68.46923065,NA,80.99268293,5,99.99999885,15.2,47.76311647,NA,Europe & Central Asia,High income,High Income,High,Low Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Germany,2018,3.97E+12,87.0371,77.312,4.979330063,23,NA,9,3.384,69.16342926,NA,80.89268293,5,100,16,47.64153644,NA,Europe & Central Asia,High income,High Income,High,Low Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Germany,2019,3.89E+12,88.1345,77.376,5.116769791,22,NA,9,3.136,72.70507813,NA,81.29268293,4,99.99999955,17.1,47.70027763,97,Europe & Central Asia,High income,High Income,High,Low Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
Germany,2020,3.89E+12,89.8129,77.453,5.587590218,NA,NA,NA,3.856,72.38941956,NA,81.04146341,4,100,18.5,47.49706632,97,Europe & Central Asia,High income,High Income,High,Low Unemployment,High Emissions,Medium Inequality,High Access,Services,Low
India,2010,1.68E+12,7.5,30.93,3.377690077,NA,3.6,NA,8.318,18.69717979,NA,66.909,179,86.15087227,36.2,60.39741826,NA,South Asia,Lower middle income,Low Income,Medium,High Unemployment,High Emissions,NA,Low Access,Agriculture,High
India,2011,1.82E+12,10.07,31.276,3.79618001,,3.6,NA,8.222,23.82500076,69.3025589,67.359,170,86.76390529,35,NA,84,South Asia,Lower middle income,Low Income,Medium,High Unemployment,High Emissions,Medium Inequality,Low Access,Agriculture,High
India,2012,1.83E+12,11.1,31.634,4.085000038,23,3.6,NA,8.156,24.94021034,NA,67.887,162,87.37450795,34.8,60.42062566,NA,South Asia,Lower middle income,Low Income,Medium,High Unemployment,High Emissions,NA,Low Access,Agriculture,High
India,2013,1.86E+12,12.3,32.003,3.844670057,22,3.6,14,8.088,24.39100075,NA,68.46,154,87.98236686,34.9,60.43946065,83,South Asia,Lower middle income,Low Income,Medium,High Unemployment,High Emissions,NA,Medium Access,Agriculture,High
India,2014,2.04E+12,13.5,32.384,3.898999929,31,NA,15,7.992,25.99099922,NA,69.074,135,88.58737184,33.9,60.44955082,NA,South Asia,Lower middle income,Low Income,Medium,Medium Unemployment,High Emissions,NA,Medium Access,Agriculture,Medium
India,2015,2.10E+12,14.9,32.777,4.114999771,NA,NA,14,7.894,27.28499985,NA,69.636,128,89.1893093,33.4,NA,87,South Asia,Lower middle income,Low Income,Medium,Medium Unemployment,High Emissions,Medium Inequality,Medium Access,Agriculture,Medium
India,2016,2.29E+12,16.5,33.182,4.256999969,NA,NA,14,7.8,27.30400085,NA,70.117,121,89.78796094,33,60.39909996,88,South Asia,Lower middle income,Low Income,Medium,Medium Unemployment,High Emissions,Medium Inequality,Medium Access,Agriculture,Medium
India,2017,2.65E+12,18.2,33.6,4.306000233,NA,NA,12,7.723,27.9090004,NA,70.467,119,90.38318358,32.5,60.2839388,90,South Asia,Lower middle income,Low Income,Medium,Medium Unemployment,High Emissions,Medium Inequality,Medium Access,Agriculture,Medium
India,2018,2.70E+12,20.0813,34.03,4.376999855,31,NA,10,7.652,28.53199959,NA,70.71,116,90.97467558,32.9,NA,93,South Asia,Lower middle income,Low Income,Medium,Medium Unemployment,High Emissions,Medium Inequality,High Access,Agriculture,Medium
India,2019,2.84E+12,29.5235,34.472,3.897000074,62,NA,10,6.51,29.02300072,NA,70.91,116,91.56222114,33.5,60.21981337,95,South Asia,Lower middle income,Low Income,Medium,Medium Unemployment,High Emissions,Medium Inequality,High Access,Agriculture,Medium
India,2020,2.67E+12,43.4054,34.926,4.293000221,NA,NA,NA,7.859,29.81999969,NA,70.15,103,92.14560477,36.1,60.04586286,89,South Asia,Lower middle income,Low Income,Medium,Medium Unemployment,High Emissions,Medium Inequality,High Access,Agriculture,Medium
Italy,2010,2.14E+12,53.68,68.327,4.334119797,NA,NA,8,8.363,65.37895203,NA,82.03658537,7,99.81418421,12.8,48.45088902,91,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Italy,2011,2.29E+12,54.39,68.444,4.115680218,NA,NA,8,8.359,64.2488327,98.84828186,82.18780488,7,99.83989667,11.9,46.84395268,90,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Italy,2012,2.09E+12,55.83,68.684,4.056019783,NA,NA,8,10.655,62.34407043,NA,82.23902439,7,99.86560914,14.4,46.42598692,90,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Italy,2013,2.14E+12,58.4593,68.979,4.143670082,NA,NA,8,12.149,60.89175034,NA,82.6902439,7,99.89132161,16.3,46.09120852,90,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Italy,2014,2.16E+12,55.6385,69.272,4.061279774,NA,NA,7,12.683,60.88246918,NA,83.0902439,6,99.91703407,17.1,44.5086197,87,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
Italy,2015,1.84E+12,58.1417,69.565,4.073629856,58,NA,7,11.896,60.94078827,NA,82.54390244,7,99.91703407,16.6,43.77481249,85,Europe & Central Asia,High income,High Income,High,High Unemployment,Medium Emissions,Medium Inequality,High Access,Services,Low
